105500,0.85
105632,5.55
105717,0.75
106009,0.0725
106082,3.33
106159,0.87
106849,0.216667
107019,9.61
108323,2.358
110778,1.652222
150225,0.770429
150541,0.44
150740,3.68
150742,6.11
150819,0.37
153662,4.425
156997,0.48
156998,2.065
157584,6
161758,1.3
161868,0.805
164574,9.659
165970,2.05
167533,0.08
170775,1.05
172793,2.425
174552,8.253333
174554,7.876
174555,0.7
183085,0.80775
189724,1.3
189911,4.71
190485,3.1
191970,0.394
192620,0.32
193321,2.1
193887,2.5
193890,3.1
197493,3.3
197927,1.17
198006,1.6
198654,2.051667
198657,1.231538
198663,0.67
198771,1.1125
230025,1.9
236258,0.19
236263,0.029667
236470,1.175
236950,7
236995,0.55
242099,0.435
246415,2.493333
246810,6.7
24703,0.37
247662,2.6
247832,5.492222
247864,0.69
248481,0.9
260033,1.4
261871,5.4
26570,2.41
38342,1.473333
391192,13.0325
404168,6
40427,4.4
40795,3.933333
414514,5.3
415594,1.916667
416423,0.48
417472,3.15
423134,2.65
423290,3.025
431419,2.4
44422,1.65
44440,2
44574,1.79
51969,0.24
52898,1.25
53661,0.37
53884,1.1
53895,1.1
56051,0.99
56645,0.05
56649,5.033571
57248,0.465
57486,1.1
58185,0.75
58602,3.365
58747,0.917755
601099,2.6
601533,0.7
601574,5.323333
601577,2.6475
601623,0.39
602887,0.23
603036,2.55
603067,0.14
603189,4.226667
603198,5.82
603982,1.1
604343,0.97
604422,7.833333
604623,1.658
604624,2.245
605927,2.225
608265,3.23
608280,5.986667
609498,0.045
609502,2.6
609676,0.94
610771,6.5
610776,3.2
610778,10.3
611222,2.3825
612635,1.2
612852,0.55
614648,2.57
614694,4.655
614695,2.66
614703,10.093625
614715,10.054
614933,3
615326,4.448
616759,0.155
616760,0.64
616761,0.76
620734,0.676667
620856,1.32
620930,0.6497
621363,0.13
621428,1.53
621843,0.421
621952,0.356667
621955,0.914
621980,5.998273
624053,0.175
625310,2.5
625427,1.815
625521,1.7
628214,0.021
629361,0.2
629373,3.465
629705,2.95
633602,1.3825
633908,2.016667
634508,1.97
635498,2.5
636699,1.5
636714,2.55
636745,1.51
636754,1.1
636821,0.345
636837,3.4
636927,3.6
636932,2.3
636934,2.79
636939,2.3
637475,1.1
637658,1.1
637720,0.244
637761,1.1
640737,2.33
640740,2.13
640758,2.3
640764,1.198333
640781,2.47
640790,3.82
641013,2.215
641018,0.95
641026,1.1
641095,3.93
641096,1.52
641498,3.6
641512,2.1
641591,0.59
641615,0.9
641633,6.923333
641647,4.086667
641650,2.2
641661,1.48
641702,0.23
641715,1.4325
641749,4.35
641764,4.875
641768,1.835
641777,3.7032
641780,2.35
641783,3.293333
641785,3.5
641899,0.8
641905,0.25
641991,6.358286
642070,1.566667
642071,8.905
642481,3.49
642540,1.7
642550,3.72
642558,1.545
642559,2.4
642618,9.9
643855,2.4525
646714,1.6
647731,1.60125
647834,1.51
647956,1.8
648956,2.39
649242,0.945
649630,1.1
649758,0.49
650166,5.025
650332,1.1
650397,1.9
650458,2.15
650471,0.36
650642,1.1
650643,3.98
651750,1.3
656946,2.59
657383,3.6
657574,1.864
658208,1
658217,2.7
658225,0.9
658347,1.17
659009,6.966667
659011,6.6
659142,1.021
670737,6
671240,10.25
671243,15.880667
671505,0.75
671587,1.073333
672003,3.6
676102,0.669222
75610,2.786667
77899,1.1
77939,1.96
78264,1.23
79575,7.532353
81760,1.04
99244,3.34
81176,92.033333
81174,92.475
161972,88.24
67128,80.8
67637,74.466667
68188,88.25
68584,118.975
75688,76.2
78622,79.42
81177,90.833333
K1H6,69.8
Be1H2,62
H6Sr1,156
H4Y1,95
H6La1,170
H9Y1,250
H1Zr1,11
H2Nb1,4
Cr1H3,28.2
H3Tc1,9.94
H2Tc1,8.61
Fe1H6,42.9
Fe1H5,45.8
B1H3,125
Ge1H8,90
H4Nb1,47
H8Sn1,72
H12Sn1,93
H14Sn1,97
Bi1H4,93
H1Se2,5
H5Te2,58
H2Ti1,7
H2Ta1,7.1
H4Ta1,31
H6Ta1,135.8
Cr1H1,10.6
H3Ru1,3.57
H1Pd1,5
Ge1H4,57
H4Sn1,62
Bi1H2,39
Bi1H3,65
H3Sb1,68
Bi1H6,113
H4Te1,104
Ge3H11,43
Hf1H2,12
In1H3,40.5
In1H5,27.1
La1Y3H24,145
Os1H1,2.1
Po1H4,53.6
Sc1H9,180
Sc1H12,141
Th1H9,145
Y1H6,290
H3S1,203
H3Sc1,1
Bi1H1,30
H1Po1,0.65
H2V1,0.5
H1Ru1,0.41
H2Sc1,4
B1H1,21.4
Ge1H3,90
H1Te1,44.2
H7Sc1,169
Ce1H9,117
H9La1,30
H2S1,86
Tb1H10,277.8
Ca1Y1H12,258
Ca1H6,235
Tb1H9,226.3
Hf1H10,224
Zr1H10,220
Tb1H12,170.5
Li1P2H14,169
Tb1H6,148.3
Sc1H6,129
H3Se1,110
Pb1H8,107
Sc1H4,98
Y1S1H6,91
Tb1H5,79.3
Mg1Ge1H6,67
Mg1Si1H6,63
N1S1H5,49.9
N1S2H7,46.4
Ba1C3H12,43.7
Tb1H4,41.3
H1Se1,40
La1S1H6,35
H2I1,33
Sc1Y1H6,32.11
Mg1V1H6,27.6
H1Br1,30
Tb1H3,20
H1Cl1,20
H4I1,17.5
Ba1C2H8,16.2
Zr1H3,11.7
Li1B1H2,10
Tb1H2,8.06
Tb1H1,7.3
Li1Au1H1,4.69
N2S1H8,4
Zr4H15,4
Li6Au1H1,2.79
Li1Au2H1,0.06
Li2Au2H1,0.02
La1H10,254
104300,3.81
647009,0.54
648942,2.82
262809,91.7375
638107,6.86
196332,8.1425
246431,9.465833
612203,9.226364
647720,5.3525
67426,7.38
78621,78.8
Pu1Co1Ga5,18.5
