671985,39
652507,16.708333
619114,14.85625
53035,11.796667
650562,11.165
154982,11.872727
24282,7.775
253810,7.7
104763,7.2
650176,7.05
650177,6.6
638751,5.815
638956,5.6
638810,5.203333
104655,5.343
186177,5
672496,9.5
640836,7.9
647766,4.6
53119,4.575
653405,8.346667
612239,4.325
109266,4.3
648950,4.993333
196227,3.8
656168,3.76
57906,3.66
638584,3.5
610652,3.2
671780,3.1
180270,2.75
41090,2.75
641028,2.7
622571,2.6
58796,2.4625
620174,2.4
649158,2.36
659383,2.35
644856,8.95
638749,2.27
636552,2.2
76150,3.94125
41272,1.8
252376,1.8
58396,1.775
638828,1.72
201695,1.4
611867,1.2
657497,1.2
649677,1.19
638834,1.15
634320,1.12
659574,1.1
642575,1.1
30837,0.96
53656,0.87
638705,0.87
104265,0.865
623774,0.56
185000,0.41
608123,0.37
612288,0.29
165332,0.26
670547,0.22
634302,0.21
650522,0.19
617200,0.141
672539,0.52414
673897,0.091333
606036,0.0475
10035,4.45
100599,13.4
102779,0.256
102798,4.25
102802,2.66
102806,0.38
102816,0.9
103816,0.76
103902,2.87
104033,2
104303,1.2
104313,0.935
104319,4
104327,1.62
104376,3.28
104499,5.325
104602,1.635
104607,2.13
104609,4.1
104898,0.88
105157,5.62
105184,0.663333
105224,13.5
105479,1.981667
105590,2.98
105597,4.13
105602,7.2
105625,1.85
105642,4.72
105675,2.145
105891,2.2
105930,0.6
105977,0.56
106037,0.65
106076,6.6925
106121,2.133333
106157,1.161429
106218,1.08
106236,0.296667
108108,5.584
108145,6.4
108146,5.075
108148,0.35
108149,6
108608,1.97
1244,4.189
15014,1.24
15016,0.93
150516,2.23
150517,1.83
150518,4.7
15058,5.8
150755,3.746667
151402,0.925
153549,6
155044,0.0502
156465,7.61
157439,6.318
157839,1
158364,0.41
160383,4.9
16075,12.5
160797,5.17
16306,9.733333
16316,6.233333
163836,2.71
163909,4.0875
164196,0.783333
164763,2.97
165077,7.5
165617,3.9
168134,0.8825
168583,3.075
168862,1.5
168863,1
169422,2.206
170218,4.44
171030,1
173375,1.86
174267,1.875
180269,3.525
180617,2
180963,2.3
181157,2.892
181258,0.085
181396,5.083333
182834,7.2
183018,1.535
183171,1.666667
183370,3
185377,3.3
186558,3.1
187031,6.7
187693,8.2
187860,0.235
188287,7.5
190704,0.92
191273,7
191274,0.65
191430,0.343333
191902,1.56
191907,0.25
191914,3.19
192215,6.125
193616,2.9
194235,6.1
194347,1.65
195012,4.8
195017,1.835
195266,2.9
196975,3.005
197176,2.133333
197253,1.245
197258,0.46
197275,0.69
197839,11.0225
198620,15.5
200563,0.0241
230026,1.425
23005,0.66
23188,7.5
23247,5.527455
23578,9
237706,5.936667
23786,3.6
23864,0.21
241784,0.004157
246448,2.728
246507,3.27
251038,5.2
252019,3.75
253703,1.8
257264,6.09
257744,0.69
259535,4.7
259588,3.02
261651,4
262509,2.08
26251,8.5
262736,3.4
263004,4.25
263005,4.63
264386,1.533333
26573,23.2
26597,3.81
26619,0.755
27104,1.02
2734,1.85
28445,1.102857
291998,6
30526,3.5
337,1.48
35593,8.716667
36377,2
37186,2.6
391427,3
400298,9.985
407549,0.095
40760,2.7
410838,5.52
411884,0.5
412573,0.93
414303,2.225
417473,5.8
417662,6.3
418391,6.7
419206,4.3
42118,2.22375
422403,3.46
423220,8.8
424686,0.8
42549,1.15
42554,1.61
42597,1.58
426890,2.94
427113,0.785
42917,10
429727,1.7
42981,2.3
430061,0.964
430063,4.6
431754,0.46
43263,0.205
43281,1.9425
43317,0.8
43358,2.29
43662,4.75
44324,0.72
44343,3.05
44489,5.8
44655,1.2
44861,0.48
44868,4.35
44921,0.56
51974,3.2
51997,4.9
52284,1.77
52288,5.2
52303,1.43
52344,1.675
52843,0.85
53424,1.375
53801,5.016667
53891,2.12
53900,2.116667
55065,3.6
56261,2.6575
56782,6.725714
57480,3.8
57484,5.1
57505,4.4
58016,1.075
58110,5.4
58122,3.4
58149,1.85
58395,0.4
58407,0.34
58504,3.02
58582,2
58589,0.9
58634,5.745
58721,2.15
58722,2.3
58724,1.47
58794,3.575
58817,2.516667
58821,3.935
58845,1.21
58850,4.25
58854,1.966667
58900,1.6
58931,7.4775
58942,2.04
59187,2.425
59473,0.7
59484,1.04
59569,0.96
600057,2.65
600058,3.15
600059,5.1
600060,4.4
600489,3.175
600642,0.303333
600661,7.7
600676,6
600713,8.45
60072,5.7
601555,1.12
601565,6.496667
602358,1.4
602553,1.7475
602892,4
602898,3.4625
603451,1.6
603457,2.55
603458,3.5
603586,3.4
603875,0.65
604082,4.6
604606,8
606030,0.55
60646,0.46
608584,0.58
608629,1.3
608975,0.69
609200,3.35
609713,0.175
609742,0.73
610156,1.838
610989,2.353333
611190,1.15
611576,0.9
612077,1.9
612356,1.25
612672,1.8
614804,4.1125
615126,1.34
615147,1.4
615149,2.22
615346,10.95775
615364,7.27
615399,7.7
615406,1.4
615710,5.692857
615755,2.75
615870,2.4
615923,2.32
616336,2.5275
616395,2.3
616399,9.51
616410,1.35
616431,1
616438,5.21
616499,4.12
616739,2.715
616874,0.79
616879,0.73
616956,1
616957,0.96
616961,1.2
616991,1.45
617008,2.04
617101,4.898
617156,5.7
617900,3.6
617917,3.9
618127,3.1
618149,10.66
618218,3.33
618496,3.933333
618656,1.47
618840,1.63
619112,3.895429
619211,5.75
619308,1.7
619329,2.1
619356,1.6
619385,6.95
619390,13
620169,1.8
624958,4.81
625339,0.82
625483,3.44
626570,0.07
626975,0.75
628449,5.9
628767,3.794
628790,1.5325
629329,1.3
629953,1.6
632825,6.8
633446,4.57
633652,1.595
634281,1.3
634746,16.888889
634759,1.35
634779,1.54
635132,1.74
635137,2.9
635332,2.1
635402,5.8
635645,3.57
635683,3.85
636535,3.9475
636767,2.76
637137,2.1792
637142,1.65
637485,8.946667
637488,3.9
637671,2.7
637728,1.35
637839,1.3
637963,2.3
639074,1.7
639082,0.16
640011,1.5
640030,7.3
640823,8.031
640832,1.4075
640973,1.55
640980,8.311429
641017,1.675
641029,3.005
641033,2.906667
641036,1.949167
641044,2.04
641054,0.715
641056,5.016667
641065,5.7
641110,5.185
641179,1.61
641184,3.5
641204,7.365
641257,2.1
641457,6.73
641461,11.233333
641824,0.84
641938,8.326
642022,1.48
642029,4.0275
642164,2.6
642439,2.2
644106,12.45
644122,3.77
644289,12.6
644389,6.38
644398,1.402
644485,5.84
644511,2.743
645115,3.15
645173,4.25
645227,9.516429
645269,2.742333
645349,1.1
645351,8.6
645437,0.345
645473,17.846
645476,2.435
645495,2.64
645534,1.746667
646550,3.7
647804,1.1
647807,1.72
647841,0.46
647876,2.95
647919,0.85
647921,0.35
648003,4.635
648009,1.525
648037,8.496154
648282,2.76
648318,4.5
648397,2.8
648834,1.1
649057,1.32
649092,0.081
649556,2.1
649603,0.88
649646,1.57
649774,0.58
649780,1.58
649849,2.835
649860,0.82
650085,1.71
650136,1.76
650205,3.875
650212,6.366667
650269,8.405
650354,1.4
650389,4.216667
650413,6.2
65052,0.53
650529,0.65
65053,2.66
650532,1.07
650551,7.65
650601,2.09
650661,1.1
650662,3.51
650738,1.07
650786,2.053333
651405,1.9
651601,0.72
651684,5.611667
651785,1.5
651832,10.9
651959,2.1
652176,3.25
652301,0.1725
652552,2.84
652831,4.4625
653041,7.6
653336,1.52
653749,3.45
656306,1.9
65652,2.75
657339,0.58
658326,0.37
658854,0.75
659684,3.3
659960,3.01
659992,1.55
66771,3.4
670639,4.75
670654,1.68
670698,5.6
670727,0.71
670749,9.85
670941,4.75
671039,0.650333
671042,0.501
671192,8.593333
671241,22.6
671242,10.5
671418,3.35
671673,0.906667
671819,4.5975
672014,6.91125
672121,0.39
672132,1.306667
672137,3.055
672464,6.666666667
672491,1
672546,0.17
672715,1.27
672758,1.55
672813,0.795
672890,4.28
673097,2.25
673464,2.925
673848,2.1
673850,1
673853,13.9
673904,4.2
674033,1.425
674044,5.7
674394,2.89
674395,1.5975
674718,3.835
674882,3.755
674894,0.8508
675032,10.2
675364,1.975
67581,1.585
676068,1.55
68028,0.39
68444,0.066
69004,4.3
70020,0.30475
70062,7
71217,4.38
73331,2.7
74641,0.135
74704,3.695
76162,3.5375
76293,2.6
76344,3.8
76559,7.7
76560,1.38
76567,3.81
76622,4.7
76625,0.4
77109,1.25
77792,1.315
77805,2
77862,0.61
78871,5.05
78969,4.5
79574,23
80091,0.9
81745,0.99
82072,0.39
82529,3.9
85406,1.415
85408,2.686667
86764,2.308333
88075,2.35
88210,6
90433,1.24
90703,1.475
92576,0.24
93906,1.2
94194,1.5
96228,0.6
990,0.6
162724,5.458571
168586,17
189036,2.9965
242164,1.983333
247248,4.965
252344,35
263018,20.125
290595,11
290700,16.475
74877,2.08
80200,3.586667
80202,2.5
263006,6.78
603209,6.2
168817,4.95
103677,3.88875
44425,2.09
57072,1.976667
30838,0.75
671258,0.7
184388,0.5995
58535,0.185
100785,7.316
102108,2.037308
102109,0.4
102811,0.67
103659,2.25
103766,0.575
104484,0.24
104690,7.575
104709,1.85
104735,1.04
104817,3.05
105406,1.975
